date,type,currency,referenceNumber,amount,note
2025/12/31,Buy,IRR,903,377500000,IRR | via Rate: 355500 | Sajad Aryan
2025/12/31,Receive,IRR,2826,-200000000,havala Amount: 200,000,000 IRR transaction_id: 2826
2025/12/31,Receive,IRR,7081,-35000000,havala Amount: 35,000,000 IRR transaction_id: 7081
2025/12/31,Receive,IRR,1314,-177750000,havala - Amount: 177,750,000 IRR transaction id: 1314
2025/12/31,Receive,IRR,8955,-48100000,havala Amount: 48,100,000 IRR transaction_id: 8955
2025/12/31,Receive,IRR,4383,-11500000,havala - Amount: 11,500,000 IRR transaction id: 4383
2025/12/29,Buy,OMR,869,80,"BUY 29,440,000 IRR | SELL 80 OMR | via Rate: 368000  Sajad Aryan"
2025/12/29,Receivee,OMR,3407,-80,"havala - Amount: 80 OMR transaction_id: 3407"
2025/12/29,Buy,OMR,871,273.22,"BUY 100,000,000 IRR  SELL 273.22 OMR via Rate: 366000 | Sajad Aryan"
2025/12/29,Buy,OMR,872,2000,"BUY 732,000,000 IRR | SELL 2,000 OMR | via Rate: 366000 | Sajad Aryan"
2025/12/29,Receivee,OMR,2622,-500,"havala - Amount: 500 OMR transaction id: 2622"
2025/12/29,Receivee,OMR,5452,-150,"havala - Amount: 150 OMR transaction_id: 5452"
2025/12/29,Receivee,OMR,0553,-100,"havala - Amount: 100 OMR transaction id: 0553"
2025/12/29,Receivee,OMR,3197,-200,"havala Amount: 200 OMR transaction_id: 3197"
2025/12/29,Buy,OMR,874,1104.97,"BUY 400,000,000 IRR | SELL 1,104.97 OMR | via Rate: 362000 | Sajad Aryan"
2025/12/29,Receivee,OMR,6520,-300,"havala Amount: 300 OMR transaction_id: 6520"
2025/12/29,Receivee,OMR,6284,-500,"havala Amount: 500 OMR transaction_id: 6284"
2025/12/29,Receivee,OMR,0798,-200,"havala Amount: 200 OMR transaction id: 0798"
2025/12/29,Receivee,OMR,7492,-1280,"havala - Amount: 1,280 OMR transaction_id: 7492"
2025/12/29,Receivee,OMR,9848,-26.49,"havala Amount: 26.49 OMR transaction id: 9848"
2025/12/29,Receivee,OMR,9398,-30,"havala - Amount: 30 OMR transaction_id: 9398"
2025/12/29,Buy,OMR,879,473.32,"BUY 169,450,000 IRR | SELL 473.32 OMR | via Rate: 358000 | Sajad Aryan"
2025/12/30,Receivee,OMR,1646,-120.3,"havala - Amount: 120.3 OMR transaction_id: 1646"
2025/12/30,Receivee,OMR,4169,-90,"havala - Amount: 90 OMR transaction_id: 4169"
2025/12/30,Buy,OMR,887,842.69,"BUY 300,000,000 IRR | SELL 842.69 OMR | via Rate: 356000 | Sajad Aryan"
2025/12/30,Receivee,OMR,4897,-500,"havala Amount: 500 OMR transaction_id: 4897"
2025/12/30,Buy,OMR,888,2106.74,"BUY 750,000,000 IRR | SELL 2,106.74 OMR via Rate: 356000 | Sajad Aryan"
2025/12/30,Receivee,OMR,0657,-58,"havala - Amount: 58 OMR transaction_id: 0657"
2025/12/30,Receivee,OMR,5071,-500,"havala - Amount: 500 OMR transaction id: 5071"
